pid,class,role
45570010,2,test
45746010,2,test
45781040,2,test
45867010,2,test
45867020,2,test
47295020,2,test
47378010,2,test
47578010,2,test
47619040,2,test
47704020,2,test
48018010,2,test
48615010,1,test
48624010,2,test
48767020,2,test
48855010,1,test
48982020,2,test
48988020,2,test
49504020,2,test
49701020,2,test
49801020,2,test
50180010,1,test
50258020,2,test
50368020,2,test
50376010,2,test
50380020,2,test
50473020,2,test
50528020,2,test
50576020,2,test
50587020,2,test
50601040,2,test
50606040,2,test
50852020,2,test
50873010,2,test
51203010,1,test
51298010,2,test
51308020,2,test
51348020,2,test
51479020,2,test
51550010,1,test
51577010,2,test
51680020,2,test
52191010,2,test
53095040,2,test
53158010,2,test
53674010,2,test
53725031,2,test
54111020,2,test
54191010,2,test
54763020,2,test
55000010,1,test
55185041,2,test
55363010,2,test
56117020,2,test
56117031,2,test
57511010,2,test
57511040,1,test
57612030,2,test
57669010,1,test
58183030,2,test
58958010,2,test
59060040,2,test
60136010,2,test
60594040,2,test
62092011,2,test
63028030,2,test
63400010,2,test
65486030,1,test
65878010,2,test
65891010,1,test
65929030,2,test
71259020,2,test
71265010,2,test
71660010,2,test
71989010,2,test
72352020,2,test
72353020,2,test
72383010,2,test
73841010,2,test
74061011,1,test
74127010,2,test
74260010,2,test
74285010,2,test
74968020,1,test
75034010,2,test
75460010,2,test
75933011,1,test
76013010,2,test
76077010,2,test
76462010,2,test
76506010,1,test
76605010,2,test
76616010,2,test
76825010,2,test
76974010,2,test
77066020,1,test
77300040,2,test
77335020,2,test
77537020,2,test
77793020,2,test
78044010,2,test
78115010,2,test
78465030,2,test
78478020,2,test
78493010,2,test
78502020,2,test
78987010,2,test
79194010,2,test
79240020,2,test
79613010,2,test
79752030,2,test
79760020,2,test
79778010,2,test
79869040,2,test
80161010,2,test
80299010,2,test
80758020,2,test
81053010,2,test
81228010,2,test
81443010,1,test
81446010,2,test
81929010,2,test
81933020,2,test
81949010,2,test
82207010,2,test
82247010,2,test
82483040,2,test
82935010,2,test
83692010,2,test
83871020,2,test
83918020,2,test
83951020,2,test
84272020,2,test
84298020,2,test
84317030,2,test
84388010,2,test
84495020,2,test
84643020,2,test
84926010,2,test
85215030,2,test
85227030,2,test
85581010,2,test
85604040,2,test
85625040,2,test
85991010,2,test
86345020,2,test
86486040,2,test
86592010,2,test
86996010,2,test
87066010,2,test
87116010,2,test
87153010,2,test
87521020,1,test
87647020,2,test
87840020,1,test
88047010,2,test
90841030,2,test
111939010,2,test
112472010,2,test
112760020,2,test
113785010,2,test
114031010,2,test
114342010,2,test
114528010,2,test
114528020,2,test
115450010,1,test
115971010,2,test
116380010,2,test
116424011,2,test
116615010,2,test
116751010,2,test
116869010,2,test
116895010,2,test
117258020,2,test
118294010,2,test
118513010,2,test
118537010,2,test
119079010,2,test
119819020,2,test
120165020,2,test
120556010,2,test
121386010,2,test
121397020,2,test
121580020,2,test
123785011,2,test
123893020,2,test
124773020,2,test
124872020,2,test
124923010,2,test
125388020,2,test
125396010,2,test
130654010,2,test
131129010,2,test
131880010,2,test
132313010,2,test
133851020,2,test
135126020,2,test
135454010,2,test
135826020,2,test
137882010,2,test
137890010,2,test
138539010,2,test
139009010,2,test
140644020,2,test
140869020,2,test
141665010,2,test
141840020,2,test
142026010,2,test
142427010,2,test
142427020,2,test
142443020,2,test
143770010,2,test
144254020,2,test
144299010,2,test
145033010,2,test
145933021,2,test
148085020,2,test
148454010,2,test
148569010,2,test
148936020,2,test
149253010,2,test
149257020,2,test
149395010,2,test
150186010,2,test
150297010,2,test
150370020,2,test
151243010,2,test
151331020,2,test
151372020,1,test
151469010,2,test
152556010,1,test
152955010,2,test
152955020,2,test
153144020,2,test
153292020,2,test
154624020,2,test
154800010,2,test
156080010,2,test
157329010,2,test
161196010,2,test
163574020,2,test
164882010,2,test
172868010,2,test
174335020,2,test
175393010,2,test
175469020,2,test
177541020,2,test
177662010,2,test
177715010,2,test
178323010,2,test
178323020,2,test
178447010,2,test
178865010,2,test
180356020,1,test
182027020,2,test
182176010,2,test
182917020,2,test
183390010,2,test
184225010,2,test
184297010,2,test
184825010,2,test
185353010,2,test
185433020,2,test
186563010,1,test
187393010,2,test
187393021,2,test
190838010,2,test
200050010,2,test
200061010,1,test
200376020,1,test
200637010,1,test
200885020,2,test
201084020,2,test
201180010,1,test
201240010,2,test
201532010,2,test
201810010,2,test
201928020,2,test
202073010,2,test
202073020,2,test
202637020,1,test
202759020,1,test
203345010,1,test
203392010,2,test
204209010,2,test
204330020,2,test
204359010,2,test
204410010,2,test
204616010,2,test
204806020,2,test
204825010,1,test
204865020,2,test
204969010,2,test
205071010,2,test
205181020,2,test
205514020,2,test
205659020,2,test
206009010,2,test
206569010,2,test
206591011,2,test
206631020,2,test
206636010,2,test
207506010,2,test
207871010,1,test
208007010,2,test
208328020,2,test
210102010,2,test
210201020,1,test
210281010,1,test
210300010,1,test
210429011,1,test
210510020,2,test
210526010,2,test
210555020,2,test
210679020,2,test
210775010,2,test
210980020,2,test
211019020,2,test
211025020,2,test
211044010,1,test
211309010,2,test
211310010,1,test
211479010,2,test
211482010,2,test
211586010,2,test
211607020,2,test
211659010,1,test
211699010,2,test
211792010,2,test
211814020,2,test
211944010,2,test
211983010,2,test
212037020,2,test
212191010,1,test
212203010,2,test
212282020,2,test
212361010,2,test
212361020,1,test
212370010,2,test
212430020,2,test
212681010,2,test
212842010,2,test
212871010,2,test
212904020,2,test
212958020,2,test
212975010,2,test
213069020,2,test
213115010,2,test
213198010,2,test
213393010,2,test
213466011,2,test
500001010,2,test
500013010,2,test
500029010,2,test
500070020,2,test
500085010,2,test
500104020,2,test
500113010,2,test
500113020,2,test
500149010,2,test
500170010,2,test
500172020,2,test
500174010,2,test
500252010,2,test
500264020,2,test
500269010,2,test
500269020,2,test
500271010,2,test
500272020,2,test
500279010,1,test
500281010,2,test
500293020,2,test
500301020,2,test
500303010,2,test
500309020,2,test
500329020,2,test
500339010,1,test
500347010,2,test
500390010,2,test
500396020,2,test
500413010,2,test
500438020,2,test
500507010,2,test
500537010,2,test
500570010,2,test
500579020,2,test
500606010,2,test
500616010,2,test
500625010,2,test
500645010,2,test
500651010,2,test
500661010,2,test
500669020,1,test
500682010,2,test
500684020,2,test
500687010,2,test
500699010,2,test
500723010,2,test
500748010,2,test
500753010,2,test
500794020,2,test
500795010,2,test
500801010,2,test
500860020,2,test
500900020,2,test
500912010,2,test
500919010,2,test
500940010,1,test
500985020,2,test
501022020,2,test
501033020,2,test
501047010,2,test
501047020,2,test
501053010,2,test
501076020,2,test
501093020,2,test
501104020,2,test
501113010,2,test
501121010,2,test
501133020,2,test
501167020,2,test
501170020,2,test
501180020,2,test
501189020,2,test
501209020,2,test
501218010,2,test
501285010,2,test
501358010,2,test
501386010,2,test
501400020,2,test
501446010,2,test
501448010,1,test
501495020,1,test
501500010,2,test
501527020,2,test
501528010,2,test
501528020,2,test
501538020,2,test
501568020,2,test
501596020,2,test
501601020,2,test
501666020,1,test
501669010,2,test
501671010,2,test
501677010,2,test
501677020,2,test
501692020,2,test
501717010,2,test
501723010,2,test
501730010,2,test
501743010,2,test
501749010,2,test
501754010,2,test
501757020,2,test
501774010,2,test
501825020,2,test
501839010,2,test
501895020,2,test
501904010,1,test
501913010,2,test
501916020,2,test
501945010,2,test
501956010,2,test
501970020,2,test
501981010,2,test
501996010,2,test
502052010,2,test
502053010,2,test
502063010,2,test
502069010,2,test
502070020,2,test
502117010,2,test
502149020,2,test
502156010,2,test
502174020,2,test
502177010,2,test
502227020,2,test
502277020,2,test
502295020,2,test
502362010,2,test
502364020,2,test
502366010,2,test
502401010,2,test
502412020,1,test
502417020,2,test
502423010,2,test
502432010,2,test
502461010,2,test
502492010,2,test
502493010,2,test
502504010,2,test
502540010,2,test
502550010,2,test
502562010,2,test
502600010,2,test
502616010,2,test
502631010,2,test
502638020,2,test
502642010,2,test
502698020,2,test
502723010,2,test
502730010,2,test
502732020,2,test
502734020,2,test
502744010,1,test
